locatieID;gemeente;provincie;postcode;x;y;isGereserveerd;vrijwilligerID
Gentbrugse_meersen_1;Gent;Oost-Vlaanderen;9050;3.772298;51.037071;TRUE;10
Vijverpark_1;Gent;Oost-Vlaanderen;9050;3.751775;51.035079;TRUE;10
Kort_1;Kortrijk;West-Vlaanderen;8511;3.236271;50.783753;FALSE,
Kort_2;Kortrijk;West-Vlaanderen;8511;3.235832;50.780655;TRUE;10
