"NAAM","OMSCHR","CATC","startDate","provincie","gemeente","postcode","VHAG","Latitude","Longitude"
"Ieperleed","Westende-Bad, Kousestraat",2,"18-08-2024","West-Vlaanderen","Middelkerke",8430,1213,51.1669848,2.8007589
NA,"Schore, Lekestraat, afw",2,"22-07-2024","West-Vlaanderen","Middelkerke",8433,2040,51.1083695,2.8645937
NA,"Sint-Pieters-Kapelle, Sint Godelievestraat, afw",2,"29-07-2024","West-Vlaanderen","Middelkerke",8433,2039,51.1167086,2.8706247
