"NAAM","OMSCHR","CATC","startDate","provincie","gemeente","postcode","VHAG","Latitude","Longitude"
NA,"Oude Leie Wevelgem Leiebos",NA,"12-07-2024","West-Vlaanderen","Wevelgem",8560,NA,50.8066401,3.2026969
NA,NA,NA,"25-07-2024","Oost-Vlaanderen","Sint-Lievens-Houtem",9520,NA,50.9135269,3.8561177
