"NAAM","OMSCHR","CATC","startDate","provincie","gemeente","postcode","VHAG","Latitude","Longitude"
"Steenvoordbeek","Steenvoordestraat,veldweg,afw Steenvoordemolen",1,"27-09-2024","Vlaams-Brabant","Ternat",1740,6140,50.8812453,4.1546679
