gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5890164022	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/585383527/original.jpg	https://www.inaturalist.org/photos/585383527					2025-04-09T18:38:53Z	mathieud456		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mathieud456
5840115451	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/558537763/original.jpg	https://www.inaturalist.org/photos/558537763					2025-08-23T14:30:02Z	Justine		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Justine
5840115451	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/558537819/original.jpg	https://www.inaturalist.org/photos/558537819					2025-08-23T14:30:02Z	Justine		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Justine
5839943913	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/540678704/original.jpg	https://www.inaturalist.org/photos/540678704					2024-10-06T06:08:04Z	Jeroen Cool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeroen Cool
5839943913	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/540678726/original.jpg	https://www.inaturalist.org/photos/540678726					2024-10-06T06:03:52Z	Jeroen Cool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeroen Cool
5839943913	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/540678661/original.jpg	https://www.inaturalist.org/photos/540678661					2024-10-06T05:58:46Z	Jeroen Cool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeroen Cool
5760786389	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/560430879/original.jpg	https://www.inaturalist.org/photos/560430879					2025-08-17T16:22:00Z	Roger Raspberry		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Roger Raspberry
5760786389	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/560430789/original.jpg	https://www.inaturalist.org/photos/560430789					2025-08-17T16:22:00Z	Roger Raspberry		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Roger Raspberry
5760761673	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/529209960/original.jpg	https://www.inaturalist.org/photos/529209960					2025-06-30T21:08:27Z	Laura Abraham		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Laura Abraham
5760636531	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/556418692/original.jpg	https://www.inaturalist.org/photos/556418692					2025-08-21T23:17:24Z	le-geai-pinson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	le-geai-pinson
