"consecutive","dat.source","year","date","CPUE_pontastacus leptodactylus","CPUE_pacifastacus leniusculus","pontastacus leptodactylus","pacifastacus leniusculus","CPUE_faxonius limosus","CPUE_procambarus clarkii","CPUE_procambarus acutus","CPUE_procambarus virginalis","CPUE_faxonius virilis","faxonius limosus","procambarus clarkii","procambarus acutus","procambarus virginalis","faxonius virilis","nearest_river_index","VHAG","CATC","nearest_waterbody_index","WVLC","ID","distances","BEKNR","BEKNAAM","longitude","latitude","geometry"
NA,"gbif_data",2024,2024-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,89696,NA,2378,8.1273963111086,4,"Benedenscheldebekken",4.18936999599201,51.2468400023905,c(4.18936999599201, 51.2468400023905)
NA,"gbif_data",2024,2024-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,24573,65266,99,89696,NA,2379,0.650490779719401,4,"Benedenscheldebekken",4.18944999599201,51.2469700023905,c(4.18944999599201, 51.2469700023905)
NA,"gbif_data",2024,2024-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3763,47902,2,89696,NA,2380,5.43010574937895,4,"Benedenscheldebekken",4.189609995992,51.2473000023904,c(4.189609995992, 51.2473000023904)
NA,"gbif_data",2024,2024-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7230,2676,2,51566,NA,2381,0.967588613628804,2,"Bekken van de Brugse Polders",3.25649999622307,51.3025100022752,c(3.25649999622307, 51.3025100022752)
NA,"gbif_data",2024,2024-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7230,2676,2,50087,NA,2382,7.37944137300879,2,"Bekken van de Brugse Polders",3.25632999622312,51.3025600022752,c(3.25632999622312, 51.3025600022752)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16553,NA,NA,66265,NA,2383,79.6629678142147,8,"Dijle- en Zennebekken",4.72293999582298,50.8924800025526,c(4.72293999582298, 50.8924800025526)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16553,NA,NA,83464,NA,2384,87.0951688620721,8,"Dijle- en Zennebekken",4.72311999582296,50.8926700025526,c(4.72311999582296, 50.8926700025526)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2818,123,1,26448,NA,2385,0.637307103395416,3,"Bekken van de Gentse Kanalen",4.03733999602396,51.1966100023882,c(4.03733999602396, 51.1966100023882)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2818,123,1,26450,NA,2386,5.83262909200235,3,"Bekken van de Gentse Kanalen",4.03664999602426,51.1978800023878,c(4.03664999602426, 51.1978800023878)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2818,123,1,26450,NA,2387,2.19075718180561,3,"Bekken van de Gentse Kanalen",4.0365399960243,51.1980200023878,c(4.0365399960243, 51.1980200023878)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18202,123,2,26551,NA,2388,0.339481951500366,3,"Bekken van de Gentse Kanalen",4.02868999602687,51.2044000023851,c(4.02868999602687, 51.2044000023851)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,18202,123,2,26551,NA,2389,0.80345791027373,3,"Bekken van de Gentse Kanalen",4.02866999602688,51.2044600023851,c(4.02866999602688, 51.2044600023851)
NA,"gbif_data",2024,2024-10-25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15628,NA,NA,25923,NA,2390,11.0971158206215,3,"Bekken van de Gentse Kanalen",3.93095999605105,51.2081000023734,c(3.93095999605105, 51.2081000023734)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16109,NA,NA,29845,NA,2391,13.7226496373167,3,"Bekken van de Gentse Kanalen",3.6854799961167,51.26820000233,c(3.6854799961167, 51.26820000233)
NA,"gbif_data",2024,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16109,NA,NA,29845,NA,2392,13.9822597825299,3,"Bekken van de Gentse Kanalen",3.68548999611669,51.26820000233,c(3.68548999611669, 51.26820000233)
NA,"gbif_data",2024,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12104,NA,NA,83989,"LIMGNK0396",2393,0,9,"Demerbekken",5.46830999564253,50.9596300026191,c(5.46830999564253, 50.9596300026191)
NA,"gbif_data",2024,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,824,NA,NA,29845,NA,2394,39.4325630157508,3,"Bekken van de Gentse Kanalen",3.6832999961168,51.264090002331,c(3.6832999961168, 51.264090002331)
NA,"gbif_data",2024,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16109,2801,0,29845,NA,2395,6.20697736306523,3,"Bekken van de Gentse Kanalen",3.68575999611664,51.2683400023301,c(3.68575999611664, 51.2683400023301)
NA,"gbif_data",2024,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11054,NA,NA,6816,"ANTANT0297",2396,0,4,"Benedenscheldebekken",4.39181999594614,51.2836900024022,c(4.39181999594614, 51.2836900024022)
NA,"gbif_data",2024,2024-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,24095,NA,NA,1393,"ANTEDE0161",2397,2.42402515307109,4,"Benedenscheldebekken",4.45802999591544,51.1457900024491,c(4.45802999591544, 51.1457900024491)
NA,"gbif_data",2024,2024-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16109,NA,NA,29845,NA,2398,12.3456450304477,3,"Bekken van de Gentse Kanalen",3.68562999611666,51.2682500023301,c(3.68562999611666, 51.2682500023301)
NA,"gbif_data",2024,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18682,NA,NA,53422,NA,2399,20.8841574086604,2,"Bekken van de Brugse Polders",3.24683999621848,51.2345900022931,c(3.24683999621848, 51.2345900022931)
NA,"gbif_data",2024,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16109,NA,NA,29845,NA,2400,10.8840471016842,3,"Bekken van de Gentse Kanalen",3.6854899961167,51.26823000233,c(3.6854899961167, 51.26823000233)
NA,"gbif_data",2024,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16109,NA,NA,29845,NA,2401,10.6301387722835,3,"Bekken van de Gentse Kanalen",3.68551999611669,51.2682400023301,c(3.68551999611669, 51.2682400023301)
NA,"gbif_data",2024,2024-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13831,NA,NA,84048,"LIMLNK0237",2402,0,11,"Maasbekken",5.66303999559027,50.9354300026493,c(5.66303999559027, 50.9354300026493)
NA,"gbif_data",2024,2024-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13831,NA,NA,84048,"LIMLNK0237",2403,0,11,"Maasbekken",5.66314999559029,50.9358100026492,c(5.66314999559029, 50.9358100026492)
NA,"gbif_data",2024,2024-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1330,NA,NA,4499,"ANTHEI0433",2404,0,10,"Netebekken",4.74055999583957,51.0903200024968,c(4.74055999583957, 51.0903200024968)
NA,"gbif_data",2024,2024-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1330,NA,NA,4499,"ANTHEI0433",2405,0,10,"Netebekken",4.74064999583955,51.0903800024968,c(4.74064999583955, 51.0903800024968)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,24287,NA,NA,81791,"ANTANT0474",2406,0.55511156436388,4,"Benedenscheldebekken",4.40494999593031,51.1627800024383,c(4.40494999593031, 51.1627800024383)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2407,5.11665874655224,4,"Benedenscheldebekken",4.18597999599271,51.2455900023905,c(4.18597999599271, 51.2455900023905)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2408,3.29928655982583,4,"Benedenscheldebekken",4.18668999599255,51.2457000023905,c(4.18668999599255, 51.2457000023905)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2409,4.38915364262948,4,"Benedenscheldebekken",4.1873699959924,51.2458500023906,c(4.1873699959924, 51.2458500023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2410,3.13279797944301,4,"Benedenscheldebekken",4.1873999959924,51.2458700023906,c(4.1873999959924, 51.2458700023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2411,2.43457240109811,4,"Benedenscheldebekken",4.18740999599239,51.2458800023906,c(4.18740999599239, 51.2458800023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2412,4.94188732987028,4,"Benedenscheldebekken",4.18778999599231,51.2459800023906,c(4.18778999599231, 51.2459800023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2413,6.22369088502603,4,"Benedenscheldebekken",4.18845999599218,51.2462500023906,c(4.18845999599218, 51.2462500023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2414,5.8232884147029,4,"Benedenscheldebekken",4.18866999599214,51.2463600023906,c(4.18866999599214, 51.2463600023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2415,7.41059271875198,4,"Benedenscheldebekken",4.18893999599209,51.2465100023906,c(4.18893999599209, 51.2465100023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2416,6.87931380038223,4,"Benedenscheldebekken",4.18895999599208,51.2465300023906,c(4.18895999599208, 51.2465300023906)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,89696,NA,2417,7.08916330568435,4,"Benedenscheldebekken",4.18933999599202,51.2468300023905,c(4.18933999599202, 51.2468300023905)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,89696,NA,2418,8.01622501139765,4,"Benedenscheldebekken",4.189539995992,51.2471000023905,c(4.189539995992, 51.2471000023905)
NA,"gbif_data",2024,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,89696,NA,2419,4.76952434194762,4,"Benedenscheldebekken",4.18959999599201,51.2473000023904,c(4.18959999599201, 51.2473000023904)
NA,"gbif_data",2024,2024-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4674,NA,NA,3893,"ANTWES0027",2420,6.12394783637729,10,"Netebekken",4.82075999581828,51.0779700025095,c(4.82075999581828, 51.0779700025095)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2421,7.79493504578907,4,"Benedenscheldebekken",4.18685999599251,51.2456900023906,c(4.18685999599251, 51.2456900023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2422,5.66476160897973,4,"Benedenscheldebekken",4.18685999599251,51.2457100023906,c(4.18685999599251, 51.2457100023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2423,4.88398445429096,4,"Benedenscheldebekken",4.1873499959924,51.2458400023906,c(4.1873499959924, 51.2458400023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2424,6.63488249014152,4,"Benedenscheldebekken",4.18753999599236,51.2458800023906,c(4.18753999599236, 51.2458800023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2425,6.95798268488492,4,"Benedenscheldebekken",4.18754999599236,51.2458800023906,c(4.18754999599236, 51.2458800023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2426,4.98539641457403,4,"Benedenscheldebekken",4.18754999599236,51.2459000023906,c(4.18754999599236, 51.2459000023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2427,5.95469607607836,4,"Benedenscheldebekken",4.18757999599235,51.2459000023906,c(4.18757999599235, 51.2459000023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2428,5.61460194516803,4,"Benedenscheldebekken",4.18759999599235,51.2459100023906,c(4.18759999599235, 51.2459100023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2429,4.95140786882061,4,"Benedenscheldebekken",4.18760999599235,51.2459200023906,c(4.18760999599235, 51.2459200023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2430,5.77136206878258,4,"Benedenscheldebekken",4.1883499959922,51.2462000023906,c(4.1883499959922, 51.2462000023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2431,6.68896935084793,4,"Benedenscheldebekken",4.18864999599214,51.2463400023906,c(4.18864999599214, 51.2463400023906)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2432,6.34803374210077,4,"Benedenscheldebekken",4.18897999599208,51.2465500023905,c(4.18897999599208, 51.2465500023905)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2433,4.36731853043772,4,"Benedenscheldebekken",4.18904999599207,51.2466300023905,c(4.18904999599207, 51.2466300023905)
NA,"gbif_data",2024,2024-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,89696,NA,2434,6.45119776132514,4,"Benedenscheldebekken",4.189619995992,51.2472900023904,c(4.189619995992, 51.2472900023904)
NA,"gbif_data",2024,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,NA,NA,82501,NA,2435,10.6678426974629,4,"Benedenscheldebekken",4.18597999599271,51.2455400023905,c(4.18597999599271, 51.2455400023905)
NA,"gbif_data",2024,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2436,7.86467121927062,4,"Benedenscheldebekken",4.18619999599266,51.2455800023905,c(4.18619999599266, 51.2455800023905)
NA,"gbif_data",2024,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2437,6.34144908295487,4,"Benedenscheldebekken",4.1864499959926,51.2456300023906,c(4.1864499959926, 51.2456300023906)
NA,"gbif_data",2024,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2438,7.24243972718837,4,"Benedenscheldebekken",4.18712999599245,51.2457600023906,c(4.18712999599245, 51.2457600023906)
NA,"gbif_data",2024,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2439,9.26354320243008,4,"Benedenscheldebekken",4.1873599959924,51.2458000023906,c(4.1873599959924, 51.2458000023906)
NA,"gbif_data",2024,2024-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19324,NA,NA,64272,"VBRZEM0059",2440,0,8,"Dijle- en Zennebekken",4.51410999588528,50.9907900025002,c(4.51410999588528, 50.9907900025002)
NA,"gbif_data",2024,2024-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19324,NA,NA,64272,"VBRZEM0059",2441,0,8,"Dijle- en Zennebekken",4.51412999588528,50.9908300025002,c(4.51412999588528, 50.9908300025002)
NA,"gbif_data",2024,2024-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19324,NA,NA,64272,"VBRZEM0059",2442,0,8,"Dijle- en Zennebekken",4.51414999588528,50.9909000025002,c(4.51414999588528, 50.9909000025002)
NA,"gbif_data",2024,2024-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9764,NA,NA,81819,"ANTANT0476",2443,7.74531459073559,4,"Benedenscheldebekken",4.47789999591773,51.2146600024315,c(4.47789999591773, 51.2146600024315)
NA,"gbif_data",2024,2024-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,24456,NA,NA,89680,NA,2444,165.620027858167,4,"Benedenscheldebekken",4.17938999599431,51.2453900023898,c(4.17938999599431, 51.2453900023898)
NA,"gbif_data",2024,2024-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9764,NA,NA,81819,"ANTANT0476",2445,7.22920475183254,4,"Benedenscheldebekken",4.4743199959186,51.2144900024311,c(4.4743199959186, 51.2144900024311)
NA,"gbif_data",2024,2024-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9764,NA,NA,81819,"ANTANT0476",2446,1.51621509463415,4,"Benedenscheldebekken",4.4743599959186,51.2145400024311,c(4.4743599959186, 51.2145400024311)
NA,"gbif_data",2024,2024-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2447,5.38713341835564,4,"Benedenscheldebekken",4.1860399959927,51.2455900023905,c(4.1860399959927, 51.2455900023905)
NA,"gbif_data",2024,2024-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2448,3.25681712552207,4,"Benedenscheldebekken",4.1860599959927,51.2456100023905,c(4.1860599959927, 51.2456100023905)
NA,"gbif_data",2024,2024-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2449,2.10150157616816,4,"Benedenscheldebekken",4.1860499959927,51.2456200023905,c(4.1860499959927, 51.2456200023905)
NA,"gbif_data",2024,2024-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2450,3.18709438351542,4,"Benedenscheldebekken",4.18678999599253,51.2457200023905,c(4.18678999599253, 51.2457200023905)
NA,"gbif_data",2024,2024-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2451,4.80687001416157,4,"Benedenscheldebekken",4.18726999599242,51.2458200023906,c(4.18726999599242, 51.2458200023906)
NA,"gbif_data",2024,2024-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,89696,NA,2452,8.19542868557592,4,"Benedenscheldebekken",4.189569995992,51.2471500023904,c(4.189569995992, 51.2471500023904)
NA,"gbif_data",2024,2024-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3520,18299,2,53469,NA,2453,7.09318231817466,2,"Bekken van de Brugse Polders",3.15111999624035,51.2255100022857,c(3.15111999624035, 51.2255100022857)
NA,"gbif_data",2024,2024-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9774,871,2,91924,NA,2454,3.39886071528911,3,"Bekken van de Gentse Kanalen",4.05579999601773,51.179940002395,c(4.05579999601773, 51.179940002395)
NA,"gbif_data",2024,2024-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2455,2.94126446245753,4,"Benedenscheldebekken",4.18598999599271,51.2456100023905,c(4.18598999599271, 51.2456100023905)
NA,"gbif_data",2024,2024-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,89696,NA,2456,5.36966585102652,4,"Benedenscheldebekken",4.189619995992,51.2473200023904,c(4.189619995992, 51.2473200023904)
NA,"gbif_data",2024,2024-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9764,NA,NA,81819,"ANTANT0476",2457,0,4,"Benedenscheldebekken",4.47355999591881,51.214700002431,c(4.47355999591881, 51.214700002431)
NA,"gbif_data",2024,2024-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2458,6.12806811237955,4,"Benedenscheldebekken",4.18792999599228,51.2460200023906,c(4.18792999599228, 51.2460200023906)
NA,"gbif_data",2024,2024-12-15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23415,NA,NA,63305,"VBRZAV0055",2459,0,8,"Dijle- en Zennebekken",4.48047999587969,50.8592800025348,c(4.48047999587969, 50.8592800025348)
NA,"gbif_data",2024,2024-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,24573,65266,99,89696,NA,2460,6.41877468572256,4,"Benedenscheldebekken",4.189509995992,51.2470100023905,c(4.189509995992, 51.2470100023905)
NA,"gbif_data",2024,2024-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20481,NA,NA,66446,"VBRLUB0035",2461,0,9,"Demerbekken",4.83613999579535,50.8983000025638,c(4.83613999579535, 50.8983000025638)
NA,"gbif_data",2024,2024-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2350,NA,NA,82622,"OVLGNT0817",2462,0,3,"Bekken van de Gentse Kanalen",3.6893899960926,51.0434000023942,c(3.6893899960926, 51.0434000023942)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2463,2.80606906594832,4,"Benedenscheldebekken",4.18655999599258,51.2456800023906,c(4.18655999599258, 51.2456800023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2464,4.08065976124945,4,"Benedenscheldebekken",4.18704999599247,51.2457700023906,c(4.18704999599247, 51.2457700023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2465,4.31204128556917,4,"Benedenscheldebekken",4.18728999599242,51.2458300023906,c(4.18728999599242, 51.2458300023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2466,3.38688623187705,4,"Benedenscheldebekken",4.18746999599238,51.2458900023906,c(4.18746999599238, 51.2458900023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2467,4.9004162754055,4,"Benedenscheldebekken",4.18769999599233,51.2459500023906,c(4.18769999599233, 51.2459500023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2468,3.84920874675885,4,"Benedenscheldebekken",4.18809999599225,51.2461100023906,c(4.18809999599225, 51.2461100023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2469,6.40230660633333,4,"Benedenscheldebekken",4.18891999599209,51.2465100023906,c(4.18891999599209, 51.2465100023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2470,7.14495340191504,4,"Benedenscheldebekken",4.18894999599208,51.2465200023906,c(4.18894999599208, 51.2465200023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3763,47902,2,82501,NA,2471,5.60538884041224,4,"Benedenscheldebekken",4.18894999599209,51.2465400023906,c(4.18894999599209, 51.2465400023906)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,89696,NA,2472,5.19258454232596,4,"Benedenscheldebekken",4.18952999599201,51.2471600023904,c(4.18952999599201, 51.2471600023904)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,89696,NA,2473,4.34857426000593,4,"Benedenscheldebekken",4.18960999599201,51.2473300023904,c(4.18960999599201, 51.2473300023904)
NA,"gbif_data",2024,2024-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6267,NA,NA,10289,"ANTHGS0175",2474,3.51150491748049,11,"Maasbekken",4.71218999588201,51.4283800023963,c(4.71218999588201, 51.4283800023963)
NA,"gbif_data",2024,2024-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3159,NA,NA,9483,NA,2475,38.6314256498404,10,"Netebekken",4.85465999583605,51.3272100024412,c(4.85465999583605, 51.3272100024412)
NA,"gbif_data",2025,2025-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9764,NA,NA,81819,"ANTANT0476",2476,0,4,"Benedenscheldebekken",4.47457999591855,51.2146600024311,c(4.47457999591855, 51.2146600024311)
NA,"gbif_data",2025,2025-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3763,47902,2,82501,NA,2477,5.34025735077041,4,"Benedenscheldebekken",4.18728999599242,51.2458200023906,c(4.18728999599242, 51.2458200023906)
